titulo,descripcion,categoria,latitud,longitud,fechaAcontecimiento,multimedia
Corte de gas programado,La empresa distribuidora realizó corte para mantenimiento preventivo,cortes,-32.8843,-55.9292,2025-12-28T01:45,http://example.com/401
Tornado en zona pampeana,Un pequeño tornado destruyó estructuras en localidad rural,evento,-24.6691,-73.3323,2025-12-21T10:06,http://example.com/402
Corte de agua por obras viales,Excavaciones para ampliación de avenida cortaron cañería principal,cortes,-54.0454,-70.6988,2025-05-31T23:53,http://example.com/403
Choque tren-camión,Un camión quedó atrapado en las vías y fue embestido por un tren,accidente,-30.7203,-57.8396,2025-02-15T20:16,http://example.com/404
Torneo de básquet femenino,Equipos de toda la provincia compitieron en el torneo regional,evento,-38.7034,-65.0871,2025-06-20T14:43,http://example.com/405
Explosión en fábrica,Una explosión en una planta industrial dejó varios heridos y daños materiales,accidente,-37.2572,-57.4847,2025-05-21T11:58,http://example.com/406
Corte de internet masivo,Falla en nodo principal dejó sin servicio a miles de usuarios,cortes,-36.0105,-60.2855,2025-06-06T16:18,http://example.com/407
Protesta de comerciantes,Comerciantes del centro cerraron sus negocios en señal de protesta,evento,-39.5374,-70.101,2025-12-09T03:25,http://example.com/408
Interrupción de servicio eléctrico,Falla en subestación eléctrica cortó el suministro por horas,cortes,-49.7873,-66.0003,2025-05-24T20:40,http://example.com/409
Festival de teatro callejero,Compañías locales realizaron obras en espacios públicos,evento,-23.2899,-57.5269,2025-04-28T06:03,http://example.com/410
Granizo destruye cultivos,Fuerte granizada afectó hectáreas de producción agrícola,evento,-40.7364,-60.8311,2025-09-06T10:44,http://example.com/411
Feria de antigüedades,Coleccionistas y curiosos se dieron cita en la feria de objetos vintage,evento,-37.1209,-69.8164,2025-08-08T17:15,http://example.com/412
Protesta de docentes,Maestros marcharon al ministerio reclamando mejoras salariales,evento,-48.1302,-56.6554,2025-04-08T03:11,http://example.com/413
Tornado en zona pampeana,Un pequeño tornado destruyó estructuras en localidad rural,evento,-31.558,-67.6938,2025-07-18T00:50,http://example.com/414
Vuelco de colectivo,Un colectivo de larga distancia volcó en la banquina sin víctimas fatales,accidente,-43.9939,-56.4765,2025-05-21T15:55,http://example.com/415
Exposición de fotografía,Muestra de fotógrafos locales sobre paisajes patagónicos,evento,-51.2905,-68.1082,2025-05-04T05:38,http://example.com/416
Concierto de folklore,Artistas nacionales celebraron el folklore argentino en auditorio municipal,evento,-30.0549,-71.6558,2025-06-29T19:14,http://example.com/417
Manifestación de vecinos,Vecinos cortaron calle para reclamar por baches y falta de alumbrado,evento,-40.3514,-72.1588,2025-11-19T14:58,http://example.com/418
Vuelco de colectivo,Un colectivo de larga distancia volcó en la banquina sin víctimas fatales,accidente,-31.8077,-66.7886,2025-12-13T15:46,http://example.com/419
Manifestación estudiantil,Estudiantes universitarios tomaron las calles por recortes en educación,evento,-23.6647,-65.2229,2025-11-27T20:53,http://example.com/420
Accidente de tránsito nocturno,Choque frontal entre dos autos en ruta provincial a la madrugada,accidente,-36.5536,-55.9678,2025-12-15T12:55,http://example.com/421
Corte de agua en zona industrial,Mantenimiento de emergencia en planta potabilizadora,cortes,-39.4641,-67.248,2025-12-28T15:08,http://example.com/422
Feria de ciencias escolar,Alumnos de secundaria presentaron proyectos científicos innovadores,evento,-45.8847,-58.6104,2025-07-16T03:54,http://example.com/423
Interrupción de agua caliente,Falla en sistema de calefacción central de edificios municipales,cortes,-39.5414,-64.1993,2025-03-23T13:14,http://example.com/424
Marcha por el medio ambiente,Activistas reclamaron por la contaminación de un río local,evento,-39.1869,-61.9345,2025-09-24T19:01,http://example.com/425
